employee_id,first_name,last_name,age,gender,department,job_title,education,experience_years,salary,attrition,attrition_date,hire_date,technical_background,performance_rating,work_life_balance,overtime,travel_frequently,training_times_last_year
865,Employee865,LastName865,45,Male,R&D,Principal Scientist,PhD,8,98729,Yes,2020-12-14,2020-03-23,Yes,3,1,No,Yes,5
866,Employee866,LastName866,60,Female,Marketing,Content Manager,PhD,8,61420,No,,2020-01-26,No,5,2,No,Yes,9
867,Employee867,LastName867,43,Female,R&D,Principal Scientist,PhD,11,146272,Yes,2015-02-02,2012-08-24,Yes,2,2,No,Yes,2
868,Employee868,LastName868,38,Female,HR,HR Specialist,Bachelor,18,101547,No,,2020-07-16,No,1,2,Yes,Yes,8
869,Employee869,LastName869,49,Female,Operations,Supply Chain Manager,PhD,12,83455,No,,2012-11-10,No,1,3,No,Yes,0
870,Employee870,LastName870,50,Female,HR,Recruiter,Master,14,144308,No,,2020-02-02,No,4,2,Yes,Yes,2
871,Employee871,LastName871,65,Female,HR,HR Specialist,PhD,15,139703,No,,2018-07-05,No,5,3,Yes,Yes,4
872,Employee872,LastName872,25,Female,Finance,Budget Analyst,PhD,19,100927,No,,2021-08-11,No,3,3,No,No,2
873,Employee873,LastName873,35,Male,IT,Software Engineer,Master,14,82328,No,,2021-08-23,No,2,1,No,No,7
874,Employee874,LastName874,32,Male,Finance,Financial Analyst,Bachelor,10,132350,No,,2015-10-27,No,3,2,Yes,Yes,8
875,Employee875,LastName875,23,Male,Operations,Supply Chain Manager,Bachelor,20,109011,No,,2010-11-22,No,1,3,Yes,No,9
876,Employee876,LastName876,55,Female,Finance,Financial Analyst,PhD,5,137579,No,,2020-03-06,No,1,4,No,No,4
877,Employee877,LastName877,39,Male,HR,HR Specialist,PhD,4,54745,No,,2017-12-07,No,3,2,No,No,7
878,Employee878,LastName878,42,Male,Marketing,Product Manager,Master,2,69955,Yes,2023-10-04,2019-09-21,No,5,1,Yes,Yes,2
879,Employee879,LastName879,36,Female,Sales,Account Manager,Bachelor,7,141149,No,,2015-12-14,No,4,3,Yes,Yes,10
880,Employee880,LastName880,22,Male,HR,Training Specialist,Bachelor,14,138059,No,,2011-07-06,No,2,1,No,No,9
881,Employee881,LastName881,62,Male,Finance,Accountant,Master,12,75394,No,,2020-11-10,No,3,4,No,No,9
882,Employee882,LastName882,40,Female,R&D,Senior Research Scientist,Master,4,87650,Yes,2019-12-07,2014-11-29,No,2,4,Yes,Yes,7
883,Employee883,LastName883,44,Male,R&D,Principal Scientist,PhD,13,99002,No,,2012-11-15,No,2,1,No,No,8
884,Employee884,LastName884,25,Female,IT,Full Stack Developer,Master,18,100731,Yes,2019-02-10,2017-04-01,No,4,3,Yes,No,7
885,Employee885,LastName885,43,Male,Marketing,Content Manager,PhD,2,66828,No,,2016-12-02,No,5,2,Yes,No,2
886,Employee886,LastName886,23,Male,Sales,Sales Director,Master,13,145511,No,,2012-01-10,No,5,1,Yes,Yes,5
887,Employee887,LastName887,32,Male,Sales,Sales Representative,Master,18,66155,No,,2018-11-15,No,3,3,No,Yes,8
888,Employee888,LastName888,22,Male,Marketing,Product Manager,Bachelor,2,110732,No,,2010-06-14,No,4,4,Yes,Yes,4
889,Employee889,LastName889,36,Male,R&D,Senior Research Scientist,Bachelor,8,142062,Yes,2011-07-14,2010-10-04,No,3,1,Yes,Yes,8
890,Employee890,LastName890,23,Female,Marketing,Content Manager,Bachelor,1,141452,No,,2022-02-24,No,5,4,Yes,No,5
891,Employee891,LastName891,41,Male,Finance,Financial Manager,PhD,9,120523,No,,2020-04-17,No,4,4,No,No,1
892,Employee892,LastName892,57,Female,IT,Full Stack Developer,Bachelor,9,110147,No,,2020-11-03,Yes,4,3,Yes,No,3
893,Employee893,LastName893,47,Male,Sales,Sales Manager,PhD,8,85712,No,,2020-01-11,No,3,2,Yes,Yes,8
894,Employee894,LastName894,53,Male,IT,QA Engineer,PhD,19,119270,Yes,2017-12-12,2015-08-10,No,2,1,No,No,6
895,Employee895,LastName895,31,Female,R&D,Research Scientist,Master,2,135491,No,,2017-03-18,No,2,5,No,No,5
896,Employee896,LastName896,42,Male,Marketing,Marketing Specialist,Bachelor,15,100797,No,,2020-10-31,No,1,4,Yes,Yes,2
897,Employee897,LastName897,32,Male,Sales,Sales Manager,Bachelor,7,100598,No,,2019-10-25,No,4,2,No,Yes,8
898,Employee898,LastName898,22,Female,Finance,Financial Manager,PhD,10,133694,No,,2012-08-21,No,3,5,No,No,9
899,Employee899,LastName899,31,Male,Marketing,Product Manager,PhD,10,93660,No,,2021-09-26,No,5,5,No,No,7
900,Employee900,LastName900,30,Female,IT,Software Engineer,Master,6,99565,No,,2021-10-05,No,2,2,No,Yes,0
901,Employee901,LastName901,34,Male,R&D,Principal Scientist,PhD,4,65506,Yes,2022-09-03,2022-01-23,Yes,1,3,Yes,No,10
902,Employee902,LastName902,39,Male,HR,HR Coordinator,Master,10,126854,No,,2019-07-24,No,4,3,Yes,Yes,9
903,Employee903,LastName903,35,Male,IT,Data Analyst,PhD,9,121980,No,,2013-12-31,Yes,4,3,No,No,3
904,Employee904,LastName904,36,Male,IT,Data Analyst,Bachelor,7,107320,No,,2012-01-19,Yes,1,3,Yes,Yes,2
905,Employee905,LastName905,49,Female,Sales,Sales Manager,Bachelor,16,118419,No,,2017-05-03,No,4,4,No,No,5
906,Employee906,LastName906,55,Female,R&D,Senior Scientist,PhD,3,63728,No,,2023-07-31,Yes,4,5,No,No,4
907,Employee907,LastName907,57,Male,Marketing,Brand Manager,Master,14,146023,No,,2017-10-23,No,3,4,Yes,Yes,6
908,Employee908,LastName908,22,Male,R&D,Senior Scientist,Master,7,57334,Yes,2021-02-02,2019-12-01,Yes,3,3,Yes,No,0
909,Employee909,LastName909,63,Female,Marketing,Brand Manager,Master,16,126955,Yes,2022-11-30,2018-12-07,No,1,5,Yes,No,9
910,Employee910,LastName910,53,Female,Marketing,Product Manager,Bachelor,6,50006,No,,2020-08-14,No,3,1,Yes,Yes,2
911,Employee911,LastName911,29,Female,HR,HR Manager,Master,2,57776,No,,2019-12-12,No,5,3,Yes,Yes,5
912,Employee912,LastName912,32,Female,Operations,Logistics Manager,Master,19,132519,No,,2018-03-20,No,1,1,Yes,Yes,4
913,Employee913,LastName913,50,Male,HR,Training Specialist,Master,2,67671,No,,2016-03-07,No,1,3,No,No,1
914,Employee914,LastName914,58,Female,R&D,Senior Engineer,Bachelor,3,68920,No,,2022-09-13,Yes,1,2,No,Yes,2
915,Employee915,LastName915,35,Male,Operations,Supply Chain Manager,Master,12,134245,Yes,2024-06-20,2020-04-29,No,2,2,No,Yes,6
916,Employee916,LastName916,33,Female,Marketing,Digital Marketing Specialist,Bachelor,9,69673,No,,2013-02-24,No,3,2,Yes,No,4
917,Employee917,LastName917,38,Female,Marketing,Brand Manager,Master,3,146236,No,,2020-12-27,No,5,4,Yes,Yes,9
918,Employee918,LastName918,56,Male,Finance,Senior Analyst,Master,19,129673,No,,2014-09-22,No,3,2,No,No,1
919,Employee919,LastName919,38,Male,Sales,Sales Manager,PhD,7,131288,No,,2020-06-28,No,2,4,Yes,No,9
920,Employee920,LastName920,58,Female,R&D,Senior Engineer,PhD,13,92039,No,,2023-03-14,No,1,2,No,No,5
921,Employee921,LastName921,33,Male,R&D,Research Scientist,Master,12,125820,Yes,2020-01-07,2016-11-14,Yes,4,5,No,No,7
922,Employee922,LastName922,38,Male,Operations,Logistics Manager,Master,12,50259,No,,2023-06-24,No,2,5,Yes,No,6
923,Employee923,LastName923,58,Female,Operations,Supply Chain Manager,Master,13,123230,Yes,2026-04-03,2023-04-21,No,5,2,Yes,Yes,10
924,Employee924,LastName924,27,Male,R&D,Senior Research Scientist,Bachelor,10,105370,No,,2013-03-04,No,1,2,Yes,Yes,4
925,Employee925,LastName925,33,Male,R&D,Principal Engineer,PhD,8,117790,Yes,2018-09-14,2014-07-24,Yes,3,1,No,Yes,5
926,Employee926,LastName926,57,Female,HR,Recruiter,Master,13,137566,No,,2014-10-07,No,2,1,No,Yes,5
927,Employee927,LastName927,47,Male,Operations,Logistics Manager,PhD,11,96622,No,,2016-05-08,No,5,1,No,No,10
928,Employee928,LastName928,36,Male,Marketing,Brand Manager,Master,20,89544,No,,2013-12-30,No,5,1,No,Yes,10
929,Employee929,LastName929,53,Male,IT,DevOps Engineer,Master,7,130726,Yes,2013-07-07,2010-12-29,Yes,2,4,Yes,No,4
930,Employee930,LastName930,24,Female,Finance,Budget Analyst,Bachelor,9,105938,Yes,2021-10-09,2019-06-17,No,1,3,Yes,No,0
931,Employee931,LastName931,30,Female,IT,Software Engineer,Master,19,130697,No,,2021-05-16,No,4,4,Yes,No,6
932,Employee932,LastName932,60,Male,R&D,Research Manager,Master,15,59637,Yes,2023-12-30,2021-04-05,No,2,4,No,Yes,2
933,Employee933,LastName933,59,Female,HR,Training Specialist,PhD,9,104636,No,,2014-06-07,No,4,1,No,No,0
934,Employee934,LastName934,51,Female,HR,HR Coordinator,Master,12,100797,No,,2011-02-15,No,3,3,Yes,No,2
935,Employee935,LastName935,48,Female,R&D,Senior Engineer,Master,1,140932,Yes,2023-09-01,2020-01-08,Yes,1,5,No,Yes,2
936,Employee936,LastName936,30,Male,HR,HR Coordinator,Master,5,105035,No,,2021-01-25,No,5,2,No,Yes,1
937,Employee937,LastName937,24,Female,R&D,Senior Research Scientist,PhD,5,140079,No,,2023-09-01,Yes,1,3,No,No,6
938,Employee938,LastName938,38,Male,HR,HR Specialist,PhD,3,79206,No,,2019-09-21,No,3,5,Yes,Yes,5
939,Employee939,LastName939,35,Female,Sales,Sales Representative,Master,14,110740,No,,2016-03-01,No,1,5,No,Yes,10
940,Employee940,LastName940,22,Female,R&D,Senior Scientist,Master,14,105613,Yes,2017-01-18,2014-08-24,Yes,5,3,Yes,Yes,3
941,Employee941,LastName941,36,Female,HR,Training Specialist,Master,3,122059,No,,2016-06-15,No,4,5,No,No,7
942,Employee942,LastName942,43,Male,Sales,Account Manager,Bachelor,11,105548,No,,2017-03-03,No,4,2,Yes,No,4
943,Employee943,LastName943,64,Male,Finance,Budget Analyst,Master,19,55891,No,,2011-10-06,No,2,5,No,No,4
944,Employee944,LastName944,50,Female,Operations,Supply Chain Manager,PhD,15,91088,Yes,2014-01-09,2010-08-31,No,5,4,No,Yes,4
945,Employee945,LastName945,37,Female,Sales,Sales Manager,Bachelor,13,96871,Yes,2025-07-17,2022-01-21,No,2,2,Yes,No,2
946,Employee946,LastName946,47,Male,Operations,Supply Chain Manager,Master,18,123544,No,,2019-03-01,No,3,3,No,Yes,10
947,Employee947,LastName947,54,Female,Marketing,Digital Marketing Specialist,Master,18,144198,No,,2021-12-11,No,4,3,No,Yes,2
948,Employee948,LastName948,22,Female,Finance,Accountant,PhD,18,57887,No,,2017-06-29,No,4,5,No,No,6
949,Employee949,LastName949,61,Male,IT,QA Engineer,PhD,8,140964,No,,2013-02-09,Yes,4,1,No,Yes,2
950,Employee950,LastName950,65,Female,Sales,Account Manager,PhD,3,112021,Yes,2021-10-04,2018-04-22,No,2,2,No,No,3
951,Employee951,LastName951,34,Female,IT,Data Analyst,PhD,11,105447,No,,2012-12-22,Yes,4,2,No,Yes,2
952,Employee952,LastName952,60,Male,Finance,Financial Analyst,Bachelor,11,143121,No,,2013-07-28,No,1,4,No,No,1
953,Employee953,LastName953,38,Female,Operations,Operations Manager,Master,18,108020,No,,2012-09-18,No,1,3,No,Yes,5
954,Employee954,LastName954,49,Female,Finance,Budget Analyst,Bachelor,4,139633,Yes,2013-11-16,2012-04-28,No,2,3,No,No,2
955,Employee955,LastName955,35,Female,IT,Full Stack Developer,PhD,9,109431,No,,2012-03-06,Yes,2,3,No,No,7
956,Employee956,LastName956,38,Female,R&D,Principal Engineer,PhD,19,82805,No,,2016-03-05,Yes,1,2,No,No,4
957,Employee957,LastName957,58,Male,R&D,Principal Engineer,PhD,10,136105,No,,2020-08-29,No,2,2,No,No,4
958,Employee958,LastName958,23,Male,Marketing,Product Manager,Bachelor,7,79002,No,,2023-01-30,No,3,5,No,No,9
959,Employee959,LastName959,63,Female,IT,QA Engineer,Master,5,94542,No,,2023-03-03,No,4,2,No,Yes,7
960,Employee960,LastName960,64,Male,Finance,Accountant,Bachelor,3,64672,No,,2017-09-05,No,3,5,Yes,Yes,5
961,Employee961,LastName961,58,Female,Finance,Accountant,Master,1,132063,No,,2021-10-03,No,1,4,Yes,No,8
962,Employee962,LastName962,57,Female,HR,HR Manager,Master,18,119278,No,,2022-01-23,No,5,2,Yes,No,2
963,Employee963,LastName963,36,Male,Marketing,Brand Manager,PhD,15,81369,Yes,2017-06-23,2013-12-24,No,1,2,Yes,Yes,8
964,Employee964,LastName964,35,Male,R&D,Principal Scientist,Bachelor,8,115376,No,,2015-06-22,No,1,3,Yes,Yes,7
965,Employee965,LastName965,27,Female,HR,HR Specialist,PhD,16,108862,Yes,2017-10-25,2014-06-06,No,3,5,Yes,No,1
966,Employee966,LastName966,63,Female,Marketing,Product Manager,Master,7,45064,No,,2023-03-18,No,3,4,No,No,10
967,Employee967,LastName967,54,Female,IT,DevOps Engineer,PhD,16,77639,No,,2021-07-14,No,3,3,No,No,1
968,Employee968,LastName968,53,Male,Operations,Logistics Manager,Master,1,66381,No,,2017-02-27,No,2,1,No,No,1
969,Employee969,LastName969,43,Female,Operations,Operations Manager,Bachelor,18,72946,No,,2014-02-05,No,3,5,No,No,8
970,Employee970,LastName970,65,Male,Finance,Accountant,Master,10,65498,No,,2023-09-03,No,2,4,Yes,Yes,9
971,Employee971,LastName971,42,Male,Marketing,Digital Marketing Specialist,PhD,17,80308,No,,2020-08-17,No,2,3,No,No,5
972,Employee972,LastName972,43,Female,IT,QA Engineer,Master,12,144967,No,,2017-01-27,No,4,1,No,Yes,6
973,Employee973,LastName973,51,Male,R&D,Research Director,PhD,9,138935,No,,2010-06-09,Yes,3,3,No,Yes,5
974,Employee974,LastName974,42,Female,Finance,Accountant,PhD,18,110921,No,,2022-07-24,No,4,3,Yes,Yes,3
975,Employee975,LastName975,52,Female,IT,Backend Developer,Master,19,135151,No,,2020-07-16,Yes,4,2,No,No,0
976,Employee976,LastName976,62,Male,HR,Recruiter,Master,11,59553,No,,2016-03-11,No,4,2,Yes,No,6
977,Employee977,LastName977,31,Male,Operations,Operations Manager,Master,19,77142,No,,2016-09-14,No,3,5,No,No,0
978,Employee978,LastName978,42,Male,IT,Data Analyst,Master,12,106384,No,,2020-01-01,Yes,2,4,No,No,3
979,Employee979,LastName979,38,Female,Marketing,Digital Marketing Specialist,Master,20,96944,Yes,2014-03-15,2010-07-09,No,4,1,Yes,No,0
980,Employee980,LastName980,24,Female,Sales,Account Manager,Master,17,120342,No,,2017-05-03,No,3,1,Yes,Yes,8
981,Employee981,LastName981,56,Male,Operations,Operations Manager,PhD,6,106400,No,,2021-07-08,No,5,2,Yes,No,4
982,Employee982,LastName982,31,Female,Finance,Financial Manager,Master,11,114168,Yes,2014-12-12,2011-08-22,No,4,1,No,No,0
983,Employee983,LastName983,23,Female,Sales,Sales Representative,Master,1,74214,No,,2015-01-20,No,5,3,No,Yes,9
984,Employee984,LastName984,34,Male,R&D,Research Manager,PhD,5,50171,Yes,2015-04-09,2014-08-16,Yes,2,5,No,Yes,5
985,Employee985,LastName985,36,Female,Operations,Logistics Manager,Master,7,75537,No,,2014-07-11,No,2,3,Yes,Yes,7
986,Employee986,LastName986,23,Female,HR,Recruiter,Master,15,97321,No,,2014-09-05,No,2,2,No,Yes,1
987,Employee987,LastName987,32,Male,IT,Backend Developer,Master,7,99411,No,,2012-09-12,No,2,2,Yes,No,7
988,Employee988,LastName988,51,Male,R&D,Senior Engineer,Master,1,92237,Yes,2012-08-07,2010-03-01,No,3,1,No,No,3
989,Employee989,LastName989,63,Male,Marketing,Brand Manager,Bachelor,13,63446,Yes,2022-03-12,2020-07-28,No,2,2,Yes,Yes,8
990,Employee990,LastName990,52,Male,IT,Backend Developer,PhD,2,83415,No,,2011-05-17,Yes,3,5,No,Yes,6
991,Employee991,LastName991,55,Male,IT,Data Analyst,Bachelor,5,110215,No,,2014-01-27,Yes,2,3,No,No,4
992,Employee992,LastName992,23,Female,Sales,Sales Manager,PhD,1,63919,Yes,2020-02-27,2017-06-09,No,4,1,No,Yes,2
993,Employee993,LastName993,44,Male,HR,HR Manager,Bachelor,8,107349,No,,2012-01-25,No,4,4,No,Yes,9
994,Employee994,LastName994,41,Male,Operations,Production Manager,Bachelor,16,87320,No,,2020-07-13,No,5,3,Yes,No,7
995,Employee995,LastName995,30,Male,Marketing,Content Manager,Bachelor,8,131403,Yes,2026-11-28,2021-07-18,No,1,1,No,No,9
996,Employee996,LastName996,36,Male,HR,HR Coordinator,Master,9,138121,No,,2014-02-21,No,4,5,No,Yes,5
997,Employee997,LastName997,64,Female,Finance,Financial Analyst,PhD,5,149827,No,,2022-12-30,No,4,1,Yes,Yes,0
998,Employee998,LastName998,37,Male,IT,Full Stack Developer,Master,6,69608,No,,2018-11-25,No,5,4,No,Yes,7
999,Employee999,LastName999,56,Female,Sales,Sales Director,Master,15,69421,No,,2012-08-23,No,3,3,No,No,10
1000,Employee1000,LastName1000,55,Female,HR,Recruiter,PhD,9,48331,No,,2011-06-02,No,5,2,Yes,Yes,7
1001,Employee1001,LastName1001,29,Male,Operations,Production Manager,Master,18,102168,Yes,2018-08-30,2016-08-19,No,5,1,Yes,No,8
1002,Employee1002,LastName1002,65,Male,IT,QA Engineer,PhD,8,147227,Yes,2014-08-18,2010-05-17,No,2,5,Yes,No,8
1003,Employee1003,LastName1003,45,Male,IT,Backend Developer,Bachelor,6,115886,No,,2012-03-31,Yes,5,4,Yes,No,0
1004,Employee1004,LastName1004,46,Female,Finance,Senior Analyst,Master,17,62841,No,,2019-06-13,No,3,1,Yes,No,8
1005,Employee1005,LastName1005,35,Female,Marketing,Marketing Specialist,Master,20,63389,No,,2023-04-28,No,2,4,Yes,Yes,6
1006,Employee1006,LastName1006,63,Male,Operations,Supply Chain Manager,Master,14,54244,No,,2018-10-09,No,2,3,Yes,No,1
1007,Employee1007,LastName1007,35,Male,Marketing,Brand Manager,Bachelor,15,128460,No,,2013-03-12,No,1,5,No,Yes,10
1008,Employee1008,LastName1008,36,Female,Sales,Account Manager,Bachelor,15,54227,No,,2016-09-13,No,3,3,Yes,No,4
1009,Employee1009,LastName1009,49,Female,HR,Recruiter,Master,19,74443,No,,2013-10-11,No,5,1,Yes,No,3
1010,Employee1010,LastName1010,49,Female,Operations,Production Manager,PhD,14,141002,No,,2011-04-10,No,3,3,No,No,10
1011,Employee1011,LastName1011,44,Female,Operations,Logistics Manager,Bachelor,3,121779,Yes,2014-11-21,2010-04-16,No,4,2,No,No,1
1012,Employee1012,LastName1012,57,Female,Operations,Logistics Manager,Bachelor,20,123861,No,,2022-09-08,No,1,5,Yes,Yes,1
1013,Employee1013,LastName1013,45,Male,Operations,Logistics Manager,PhD,19,142558,No,,2023-07-18,No,1,3,No,No,9
1014,Employee1014,LastName1014,47,Male,Operations,Supply Chain Manager,Bachelor,14,127643,No,,2010-07-30,No,3,1,No,No,0
1015,Employee1015,LastName1015,38,Female,Marketing,Content Manager,Master,12,103459,No,,2017-09-19,No,1,3,No,No,2
1016,Employee1016,LastName1016,47,Female,IT,DevOps Engineer,Master,12,125793,No,,2013-11-10,Yes,5,2,No,No,1
1017,Employee1017,LastName1017,62,Male,Marketing,Content Manager,Master,13,71496,No,,2017-01-07,No,3,4,No,No,7
1018,Employee1018,LastName1018,32,Male,R&D,Research Manager,PhD,11,129188,Yes,2013-09-13,2010-05-11,No,5,3,Yes,No,9
1019,Employee1019,LastName1019,34,Male,Marketing,Digital Marketing Specialist,Master,3,64105,No,,2012-01-12,No,3,5,No,No,2
1020,Employee1020,LastName1020,40,Male,Finance,Financial Manager,Bachelor,20,103004,No,,2022-10-15,No,1,2,Yes,No,0
1021,Employee1021,LastName1021,36,Male,Finance,Accountant,Bachelor,8,46627,No,,2015-01-25,No,3,2,Yes,No,7
1022,Employee1022,LastName1022,48,Male,Finance,Budget Analyst,Master,6,142883,No,,2021-08-19,No,3,3,No,No,5
1023,Employee1023,LastName1023,42,Male,R&D,Tech Lead,PhD,18,77361,Yes,2021-12-23,2018-01-04,Yes,5,5,Yes,Yes,8
1024,Employee1024,LastName1024,56,Female,Marketing,Product Manager,Bachelor,11,139385,No,,2012-05-08,No,3,5,Yes,No,4
1025,Employee1025,LastName1025,51,Male,Sales,Account Manager,Bachelor,20,67458,No,,2019-10-28,No,1,5,No,Yes,5
1026,Employee1026,LastName1026,26,Male,Finance,Financial Manager,PhD,12,78031,No,,2011-06-20,No,1,5,No,No,2
1027,Employee1027,LastName1027,64,Male,Finance,Financial Manager,Master,15,75482,No,,2016-12-13,No,5,5,No,Yes,8
1028,Employee1028,LastName1028,22,Female,Marketing,Brand Manager,PhD,20,60687,No,,2011-03-10,No,1,5,Yes,No,2
1029,Employee1029,LastName1029,37,Male,Marketing,Marketing Specialist,PhD,20,109877,No,,2014-01-09,No,1,3,Yes,Yes,6
1030,Employee1030,LastName1030,48,Female,Sales,Sales Representative,Bachelor,13,85789,Yes,2022-08-25,2020-08-22,No,3,2,No,No,7
1031,Employee1031,LastName1031,38,Male,HR,HR Manager,Master,13,104208,No,,2014-07-02,No,1,5,No,Yes,9
1032,Employee1032,LastName1032,65,Male,HR,Training Specialist,Bachelor,12,45610,No,,2012-02-22,No,3,4,No,Yes,9
1033,Employee1033,LastName1033,26,Female,Sales,Account Manager,Bachelor,6,115151,No,,2014-03-25,No,2,3,Yes,Yes,9
1034,Employee1034,LastName1034,50,Male,R&D,Research Scientist,PhD,6,50082,Yes,2026-01-20,2021-05-19,No,5,1,No,No,1
1035,Employee1035,LastName1035,59,Male,R&D,Research Director,PhD,17,65349,No,,2013-10-03,No,5,3,No,No,7
1036,Employee1036,LastName1036,43,Male,HR,Recruiter,Bachelor,8,149078,Yes,2023-09-01,2018-03-15,No,4,1,No,Yes,7
1037,Employee1037,LastName1037,55,Male,Operations,Logistics Manager,PhD,3,129305,No,,2017-03-10,No,2,3,No,Yes,7
1038,Employee1038,LastName1038,40,Male,Operations,Operations Manager,Master,14,48123,No,,2019-01-25,No,4,1,No,No,9
1039,Employee1039,LastName1039,53,Female,Finance,Financial Analyst,Bachelor,10,56689,No,,2011-03-28,No,3,5,Yes,No,0
1040,Employee1040,LastName1040,25,Male,Sales,Sales Manager,PhD,10,101859,No,,2018-08-20,No,5,5,Yes,No,10
1041,Employee1041,LastName1041,35,Male,Marketing,Content Manager,PhD,4,86983,No,,2020-04-03,No,1,2,No,Yes,9
1042,Employee1042,LastName1042,24,Male,Marketing,Marketing Specialist,Master,13,45621,No,,2014-08-15,No,2,3,Yes,No,3
1043,Employee1043,LastName1043,24,Female,R&D,Senior Research Scientist,PhD,5,119781,No,,2013-03-06,No,3,2,No,No,0
1044,Employee1044,LastName1044,46,Female,Finance,Senior Analyst,Master,9,123660,No,,2014-04-02,No,1,4,Yes,No,2
1045,Employee1045,LastName1045,26,Male,Marketing,Digital Marketing Specialist,Bachelor,4,69033,Yes,2017-02-07,2012-08-02,No,5,3,Yes,No,10
1046,Employee1046,LastName1046,40,Female,Marketing,Product Manager,Master,18,59220,No,,2016-06-04,No,1,4,Yes,Yes,8
1047,Employee1047,LastName1047,34,Female,Operations,Logistics Manager,Master,5,59331,No,,2021-08-16,No,1,2,Yes,No,2
1048,Employee1048,LastName1048,37,Male,HR,HR Specialist,Master,14,123250,No,,2018-04-27,No,1,5,Yes,Yes,5
1049,Employee1049,LastName1049,31,Male,HR,HR Coordinator,Master,11,71299,No,,2015-08-17,No,1,4,No,Yes,4
1050,Employee1050,LastName1050,36,Male,Sales,Account Manager,Bachelor,6,102741,No,,2014-05-12,No,1,2,No,Yes,2
1051,Employee1051,LastName1051,25,Female,Sales,Sales Manager,PhD,4,139435,No,,2011-06-18,No,2,3,No,Yes,2
1052,Employee1052,LastName1052,22,Male,HR,Recruiter,PhD,13,60681,No,,2010-01-29,No,2,1,Yes,Yes,10
1053,Employee1053,LastName1053,58,Female,Operations,Logistics Manager,Master,13,143050,No,,2016-05-02,No,2,4,No,No,10
1054,Employee1054,LastName1054,31,Female,Finance,Accountant,Bachelor,15,82599,No,,2022-01-12,No,2,4,No,Yes,5
1055,Employee1055,LastName1055,49,Male,Marketing,Product Manager,Bachelor,10,97721,Yes,2015-08-12,2013-03-25,No,2,3,Yes,No,6
1056,Employee1056,LastName1056,50,Female,Finance,Financial Manager,Master,15,132211,No,,2018-09-18,No,4,2,Yes,Yes,3
1057,Employee1057,LastName1057,58,Male,Marketing,Product Manager,Master,7,94127,No,,2018-02-25,No,3,2,No,Yes,7
1058,Employee1058,LastName1058,41,Female,HR,HR Coordinator,PhD,20,65541,Yes,2020-07-17,2019-03-31,No,4,5,No,Yes,7
1059,Employee1059,LastName1059,46,Male,HR,Training Specialist,Bachelor,19,129048,No,,2013-11-12,No,4,5,Yes,Yes,6
1060,Employee1060,LastName1060,37,Female,R&D,Senior Engineer,Bachelor,5,56239,Yes,2026-03-24,2020-11-30,Yes,1,1,Yes,No,1
1061,Employee1061,LastName1061,34,Female,R&D,Tech Lead,PhD,5,103538,Yes,2015-03-25,2014-10-11,No,4,3,Yes,No,4
1062,Employee1062,LastName1062,31,Male,HR,Training Specialist,Master,6,65746,Yes,2024-07-01,2019-04-25,No,5,5,No,No,3
1063,Employee1063,LastName1063,50,Male,HR,Recruiter,Master,4,107505,Yes,2013-02-06,2010-11-19,No,2,1,No,No,9
1064,Employee1064,LastName1064,50,Male,Sales,Sales Director,Master,1,56142,No,,2021-01-11,No,3,1,Yes,Yes,9
1065,Employee1065,LastName1065,31,Female,R&D,Senior Scientist,PhD,4,148911,No,,2014-06-03,No,1,3,No,Yes,9
1066,Employee1066,LastName1066,32,Female,Sales,Sales Director,PhD,12,48072,No,,2015-09-02,No,4,3,Yes,Yes,10
1067,Employee1067,LastName1067,38,Female,IT,Backend Developer,PhD,15,105042,No,,2019-09-17,No,1,3,Yes,Yes,9
1068,Employee1068,LastName1068,41,Male,HR,Recruiter,Master,13,49716,No,,2014-06-24,No,3,4,No,No,8
1069,Employee1069,LastName1069,48,Female,Operations,Production Manager,PhD,11,70284,No,,2012-12-20,No,4,3,No,Yes,7
1070,Employee1070,LastName1070,64,Male,Marketing,Marketing Specialist,Bachelor,11,144885,No,,2021-05-31,No,1,2,Yes,Yes,5
1071,Employee1071,LastName1071,58,Male,HR,HR Manager,PhD,8,46762,No,,2011-12-17,No,3,5,Yes,Yes,9
1072,Employee1072,LastName1072,62,Female,Marketing,Marketing Specialist,PhD,11,63181,No,,2012-05-16,No,2,1,Yes,Yes,1
1073,Employee1073,LastName1073,65,Female,HR,Recruiter,Master,8,126979,Yes,2015-03-30,2014-09-19,No,5,2,No,Yes,7
1074,Employee1074,LastName1074,52,Male,Sales,Sales Manager,Master,10,69238,No,,2023-04-11,No,5,1,Yes,Yes,3
1075,Employee1075,LastName1075,56,Male,R&D,Research Director,Bachelor,19,87127,No,,2014-04-01,Yes,2,2,No,No,9
1076,Employee1076,LastName1076,35,Female,Finance,Accountant,PhD,14,45915,No,,2015-08-18,No,3,3,Yes,Yes,0
1077,Employee1077,LastName1077,44,Female,HR,Recruiter,Bachelor,2,142552,Yes,2024-01-06,2019-08-25,No,1,3,No,Yes,9
1078,Employee1078,LastName1078,50,Female,R&D,Tech Lead,PhD,12,142644,Yes,2022-07-16,2020-10-10,No,2,2,Yes,Yes,5
1079,Employee1079,LastName1079,51,Female,Finance,Senior Analyst,Master,11,65012,No,,2019-01-17,No,2,4,No,Yes,2
